Year,Month,Day,Hour,Minute,PM10
2020,2,5,7,10,17
2020,2,5,7,15,17
2020,2,5,7,20,NoData
2020,2,5,7,25,17
2020,2,5,7,30,17
2020,2,5,7,35,17
2020,2,5,7,40,17
2020,2,5,7,45,19
2020,2,5,7,50,19
2020,2,5,7,55,19
2020,2,5,8,0,19
2020,2,5,8,5,19
2020,2,5,8,10,19
2020,2,5,8,15,19
2020,2,5,8,20,19
2020,2,5,8,25,19
2020,2,5,8,30,19
2020,2,5,8,35,19
2020,2,5,8,40,19
2020,2,5,8,45,16
2020,2,5,8,50,16
2020,2,5,8,55,16
2020,2,5,9,0,16
2020,2,5,9,5,16
2020,2,5,9,10,16
2020,2,5,9,15,16
2020,2,5,9,20,16
2020,2,5,9,25,16
2020,2,5,9,30,16
2020,2,5,9,35,16
2020,2,5,9,40,16
2020,2,5,9,45,27
2020,2,5,9,50,27
2020,2,5,9,55,27
2020,2,5,10,0,27
2020,2,5,10,5,27
2020,2,5,10,10,27
2020,2,5,10,15,27
2020,2,5,10,20,27
2020,2,5,10,25,27
2020,2,5,10,30,27
2020,2,5,10,35,27
2020,2,5,10,40,27
2020,2,5,10,45,26
2020,2,5,10,50,26
2020,2,5,10,55,26
2020,2,5,11,0,26
2020,2,5,11,5,26
2020,2,5,11,10,26
2020,2,5,11,15,26
2020,2,5,11,20,26
2020,2,5,11,25,26
2020,2,5,11,30,26
2020,2,5,11,35,26
2020,2,5,11,40,26
2020,2,5,11,45,28
2020,2,5,11,50,28
2020,2,5,11,55,28
2020,2,5,12,0,28
2020,2,5,12,5,28
2020,2,5,12,10,28
2020,2,5,12,15,28
2020,2,5,12,20,28
2020,2,5,12,25,28
2020,2,5,12,30,28
2020,2,5,12,35,28
2020,2,5,12,40,28
2020,2,5,12,45,20
2020,2,5,12,50,20
2020,2,5,12,55,20
2020,2,5,13,0,20
2020,2,5,13,5,20
2020,2,5,13,10,20
2020,2,5,13,15,20
2020,2,5,13,20,20
2020,2,5,13,25,20
2020,2,5,13,30,20
2020,2,5,13,35,20
2020,2,5,13,40,20
2020,2,5,13,45,26
2020,2,5,13,50,26
2020,2,5,13,55,26
2020,2,5,14,0,26
2020,2,5,14,5,26
2020,2,5,14,10,26
2020,2,5,14,15,26
2020,2,5,14,20,26
2020,2,5,14,25,26
2020,2,5,14,30,26
2020,2,5,14,35,26
2020,2,5,14,40,26
2020,2,5,14,45,30
2020,2,5,14,50,30
2020,2,5,14,55,30
2020,2,5,15,0,30
2020,2,5,15,5,30
2020,2,5,15,10,30
2020,2,5,15,15,30
2020,2,5,15,20,30
2020,2,5,15,25,30
2020,2,5,15,30,30
2020,2,5,15,35,30
2020,2,5,15,40,30
2020,2,5,15,45,37
2020,2,5,15,50,37
2020,2,5,15,55,37
2020,2,5,16,0,37
2020,2,5,16,5,37
2020,2,5,16,10,37
2020,2,5,16,15,37
2020,2,5,16,20,37
2020,2,5,16,25,37
2020,2,5,16,30,37
2020,2,5,16,35,37
2020,2,5,16,40,37
2020,2,5,16,45,33
2020,2,5,16,50,33
2020,2,5,16,55,33
2020,2,5,17,0,33
2020,2,5,17,5,33
2020,2,5,17,10,33
2020,2,5,17,15,33
2020,2,5,17,20,33
2020,2,5,17,25,33
2020,2,5,17,30,33
2020,2,5,17,35,33
2020,2,5,17,40,33
2020,2,5,17,45,40
2020,2,5,17,50,40
2020,2,5,17,55,40
2020,2,5,18,0,40
2020,2,5,18,5,40
2020,2,5,18,10,40
2020,2,5,18,15,40
2020,2,5,18,20,40
2020,2,5,18,25,40
2020,2,5,18,30,40
2020,2,5,18,35,40
2020,2,5,18,40,40
2020,2,5,18,45,39
2020,2,5,18,50,39
2020,2,5,18,55,39
2020,2,5,19,0,39
2020,2,5,19,5,39
2020,2,5,19,10,39
2020,2,5,19,15,39
2020,2,5,19,20,39
2020,2,5,19,25,39
2020,2,5,19,30,39
2020,2,5,19,35,39
2020,2,5,19,40,39
2020,2,5,19,45,54
2020,2,5,19,50,54
2020,2,5,19,55,54
2020,2,5,20,0,54
2020,2,5,20,5,54
2020,2,5,20,10,54
2020,2,5,20,15,54
2020,2,5,20,20,54
2020,2,5,20,25,54
2020,2,5,20,30,54
2020,2,5,20,35,54
2020,2,5,20,40,54
2020,2,5,20,45,52
2020,2,5,20,50,52
2020,2,5,20,55,52
2020,2,5,21,0,52
2020,2,5,21,5,52
2020,2,5,21,10,52
2020,2,5,21,15,52
2020,2,5,21,20,52
2020,2,5,21,25,52
2020,2,5,21,30,52
2020,2,5,21,35,52
2020,2,5,21,40,52
2020,2,5,21,45,43
2020,2,5,21,50,43
2020,2,5,21,55,43
2020,2,5,22,0,43
2020,2,5,22,5,43
2020,2,5,22,10,43
2020,2,5,22,15,43
2020,2,5,22,20,43
2020,2,5,22,25,43
2020,2,5,22,30,43
2020,2,5,22,35,43
2020,2,5,22,40,43
2020,2,5,22,45,27
2020,2,5,22,50,27
2020,2,5,22,55,27
2020,2,5,23,0,27
2020,2,5,23,5,27
2020,2,5,23,10,27
2020,2,5,23,15,27
2020,2,5,23,20,27
2020,2,5,23,25,27
2020,2,5,23,30,27
2020,2,5,23,35,27
2020,2,5,23,40,27
2020,2,5,23,45,38
2020,2,5,23,50,38
2020,2,5,23,55,38
,,43867,,,38
2020,2,6,0,5,38
2020,2,6,0,10,38
2020,2,6,0,15,38
2020,2,6,0,20,38
2020,2,6,0,25,38
2020,2,6,0,30,38
2020,2,6,0,35,38
2020,2,6,0,40,38
2020,2,6,0,45,34
2020,2,6,0,50,34
2020,2,6,0,55,34
2020,2,6,1,0,34
2020,2,6,1,5,34
2020,2,6,1,10,34
2020,2,6,1,15,34
2020,2,6,1,20,34
2020,2,6,1,25,34
2020,2,6,1,30,34
2020,2,6,1,35,34
2020,2,6,1,40,34
2020,2,6,1,45,26
2020,2,6,1,50,26
2020,2,6,1,55,26
2020,2,6,2,0,26
2020,2,6,2,5,26
2020,2,6,2,10,26
2020,2,6,2,15,26
2020,2,6,2,20,26
2020,2,6,2,25,26
2020,2,6,2,30,26
2020,2,6,2,35,26
2020,2,6,2,40,26
2020,2,6,2,45,17
2020,2,6,2,50,17
2020,2,6,2,55,17
2020,2,6,3,0,17
2020,2,6,3,5,17
2020,2,6,3,10,17
2020,2,6,3,15,17
2020,2,6,3,20,17
2020,2,6,3,25,17
2020,2,6,3,30,17
2020,2,6,3,35,17
2020,2,6,3,40,17
2020,2,6,3,45,17
2020,2,6,3,50,17
2020,2,6,3,55,17
2020,2,6,4,0,17
2020,2,6,4,5,17
2020,2,6,4,10,17
2020,2,6,4,15,17
2020,2,6,4,20,17
2020,2,6,4,25,17
2020,2,6,4,30,17
2020,2,6,4,35,17
2020,2,6,4,40,17
2020,2,6,4,45,19
2020,2,6,4,50,19
2020,2,6,4,55,19
2020,2,6,5,0,19
2020,2,6,5,5,19
2020,2,6,5,10,19
2020,2,6,5,15,19
2020,2,6,5,20,19
2020,2,6,5,25,19
2020,2,6,5,30,19
2020,2,6,5,35,19
2020,2,6,5,40,19
2020,2,6,5,45,10
2020,2,6,5,50,10
2020,2,6,5,55,10
2020,2,6,6,0,10
2020,2,6,6,5,10
2020,2,6,6,10,10
2020,2,6,6,15,10
2020,2,6,6,20,10
2020,2,6,6,25,10
2020,2,6,6,30,10
2020,2,6,6,35,10
2020,2,6,6,40,10
2020,2,6,6,45,18
2020,2,6,6,50,18
2020,2,6,6,55,18
2020,2,6,7,0,18
2020,2,6,7,5,18
2020,2,6,7,10,18
2020,2,6,7,15,18
2020,2,6,7,20,18
2020,2,6,7,25,18
2020,2,6,7,30,18
2020,2,6,7,35,18
2020,2,6,7,40,18
2020,2,6,7,45,24
2020,2,6,7,50,24
2020,2,6,7,55,24
2020,2,6,8,0,24
2020,2,6,8,5,24
2020,2,6,8,10,24
2020,2,6,8,15,24
2020,2,6,8,20,24
2020,2,6,8,25,24
2020,2,6,8,30,24
2020,2,6,8,35,24
2020,2,6,8,40,24
2020,2,6,8,45,14
2020,2,6,8,50,14
2020,2,6,8,55,14
2020,2,6,9,0,14
2020,2,6,9,5,14
2020,2,6,9,10,14
2020,2,6,9,15,14
2020,2,6,9,20,14
2020,2,6,9,25,14
2020,2,6,9,30,14
2020,2,6,9,35,14
2020,2,6,9,40,14
2020,2,6,9,45,17
2020,2,6,9,50,17
2020,2,6,9,55,17
2020,2,6,10,0,17
2020,2,6,10,5,17
2020,2,6,10,10,17
2020,2,6,10,15,17
2020,2,6,10,20,17
2020,2,6,10,25,17
2020,2,6,10,30,17
2020,2,6,10,35,17
2020,2,6,10,40,17
2020,2,6,10,45,18
2020,2,6,10,50,18
2020,2,6,10,55,18
2020,2,6,11,0,18
2020,2,6,11,5,18
2020,2,6,11,10,18
2020,2,6,11,15,18
2020,2,6,11,20,18
2020,2,6,11,25,18
2020,2,6,11,30,18
2020,2,6,11,35,18
2020,2,6,11,40,18
2020,2,6,11,45,19
2020,2,6,11,50,19
2020,2,6,11,55,19
2020,2,6,12,0,19
2020,2,6,12,5,19
2020,2,6,12,10,19
2020,2,6,12,15,19
2020,2,6,12,20,19
2020,2,6,12,25,19
2020,2,6,12,30,19
2020,2,6,12,35,19
2020,2,6,12,40,19
2020,2,6,12,45,24
2020,2,6,12,50,24
2020,2,6,12,55,24
2020,2,6,13,0,24
2020,2,6,13,5,24
2020,2,6,13,10,24
2020,2,6,13,15,24
2020,2,6,13,20,24
2020,2,6,13,25,24
2020,2,6,13,30,24
2020,2,6,13,35,24
2020,2,6,13,40,24
2020,2,6,13,45,48
2020,2,6,13,50,48
2020,2,6,13,55,48
2020,2,6,14,0,48
2020,2,6,14,5,48
2020,2,6,14,10,48
2020,2,6,14,15,48
2020,2,6,14,20,48
2020,2,6,14,25,48
2020,2,6,14,30,48
2020,2,6,14,35,48
2020,2,6,14,40,48
2020,2,6,14,45,56
2020,2,6,14,50,56
2020,2,6,14,55,56
2020,2,6,15,0,56
2020,2,6,15,5,56
2020,2,6,15,10,56
2020,2,6,15,15,56
2020,2,6,15,20,56
2020,2,6,15,25,56
2020,2,6,15,30,56
2020,2,6,15,35,56
2020,2,6,15,40,56
2020,2,6,15,45,97
2020,2,6,15,50,97
2020,2,6,15,55,97
2020,2,6,16,0,97
2020,2,6,16,5,97
2020,2,6,16,10,97
2020,2,6,16,15,97
2020,2,6,16,20,97
2020,2,6,16,25,97
2020,2,6,16,30,97
2020,2,6,16,35,97
2020,2,6,16,40,97
2020,2,6,16,45,110
2020,2,6,16,50,110
2020,2,6,16,55,110
2020,2,6,17,0,110
2020,2,6,17,5,110
2020,2,6,17,10,110
2020,2,6,17,15,110
2020,2,6,17,20,110
2020,2,6,17,25,110
2020,2,6,17,30,110
2020,2,6,17,35,110
2020,2,6,17,40,110
2020,2,6,17,45,72
2020,2,6,17,50,72
2020,2,6,17,55,72
2020,2,6,18,0,72
2020,2,6,18,5,72
2020,2,6,18,10,72
2020,2,6,18,15,72
2020,2,6,18,20,72
2020,2,6,18,25,72
2020,2,6,18,30,72
2020,2,6,18,35,72
2020,2,6,18,40,72
2020,2,6,18,45,95
2020,2,6,18,50,95
2020,2,6,18,55,95
2020,2,6,19,0,95
2020,2,6,19,5,95
2020,2,6,19,10,95
2020,2,6,19,15,95
2020,2,6,19,20,95
2020,2,6,19,25,95
2020,2,6,19,30,95
2020,2,6,19,35,95
2020,2,6,19,40,95
2020,2,6,19,45,162
2020,2,6,19,50,162
2020,2,6,19,55,162
2020,2,6,20,0,162
2020,2,6,20,5,162
2020,2,6,20,10,162
2020,2,6,20,15,162
2020,2,6,20,20,162
2020,2,6,20,25,162
2020,2,6,20,30,162
2020,2,6,20,35,162
2020,2,6,20,40,162
2020,2,6,20,45,177
2020,2,6,20,50,177
2020,2,6,20,55,177
2020,2,6,21,0,177
2020,2,6,21,5,177
2020,2,6,21,10,177
2020,2,6,21,15,177
2020,2,6,21,20,177
2020,2,6,21,25,177
2020,2,6,21,30,177
2020,2,6,21,35,177
2020,2,6,21,40,177
2020,2,6,21,45,95
2020,2,6,21,50,95
2020,2,6,21,55,95
2020,2,6,22,0,95
2020,2,6,22,5,95
2020,2,6,22,10,95
2020,2,6,22,15,95
2020,2,6,22,20,95
2020,2,6,22,25,95
2020,2,6,22,30,95
2020,2,6,22,35,95
2020,2,6,22,40,95
2020,2,6,22,45,83
2020,2,6,22,50,83
2020,2,6,22,55,83
2020,2,6,23,0,83
2020,2,6,23,5,83
2020,2,6,23,10,83
2020,2,6,23,15,83
2020,2,6,23,20,83
2020,2,6,23,25,83
2020,2,6,23,30,83
2020,2,6,23,35,83
2020,2,6,23,40,83
2020,2,6,23,45,88
2020,2,6,23,50,88
2020,2,6,23,55,88
,,43868,,,88
2020,2,7,0,5,88
2020,2,7,0,10,88
2020,2,7,0,15,88
2020,2,7,0,20,88
2020,2,7,0,25,88
2020,2,7,0,30,88
2020,2,7,0,35,88
2020,2,7,0,40,88
2020,2,7,0,45,78
2020,2,7,0,50,78
2020,2,7,0,55,78
2020,2,7,1,0,78
2020,2,7,1,5,78
2020,2,7,1,10,78
2020,2,7,1,15,78
2020,2,7,1,20,78
2020,2,7,1,25,78
2020,2,7,1,30,78
2020,2,7,1,35,78
2020,2,7,1,40,78
2020,2,7,1,45,91
2020,2,7,1,50,91
2020,2,7,1,55,91
2020,2,7,2,0,91
2020,2,7,2,5,91
2020,2,7,2,10,91
2020,2,7,2,15,91
2020,2,7,2,20,91
2020,2,7,2,25,91
2020,2,7,2,30,91
2020,2,7,2,35,91
2020,2,7,2,40,91
2020,2,7,2,45,82
2020,2,7,2,50,82
2020,2,7,2,55,82
2020,2,7,3,0,82
2020,2,7,3,5,82
2020,2,7,3,10,82
2020,2,7,3,15,82
2020,2,7,3,20,82
2020,2,7,3,25,82
2020,2,7,3,30,82
2020,2,7,3,35,82
2020,2,7,3,40,82
2020,2,7,3,45,44
2020,2,7,3,50,44
2020,2,7,3,55,44
2020,2,7,4,0,44
2020,2,7,4,5,44
2020,2,7,4,10,44
2020,2,7,4,15,44
2020,2,7,4,20,44
2020,2,7,4,25,44
2020,2,7,4,30,44
2020,2,7,4,35,44
2020,2,7,4,40,44
2020,2,7,4,45,31
2020,2,7,4,50,31
2020,2,7,4,55,31
2020,2,7,5,0,31
2020,2,7,5,5,31
2020,2,7,5,10,31
2020,2,7,5,15,31
2020,2,7,5,20,31
2020,2,7,5,25,31
2020,2,7,5,30,31
2020,2,7,5,35,31
2020,2,7,5,40,31
2020,2,7,5,45,37
2020,2,7,5,50,37
2020,2,7,5,55,37
2020,2,7,6,0,37
2020,2,7,6,5,37
2020,2,7,6,10,37
2020,2,7,6,15,37
2020,2,7,6,20,37
2020,2,7,6,25,37
2020,2,7,6,30,37
2020,2,7,6,35,37
2020,2,7,6,40,37
2020,2,7,6,45,28
2020,2,7,6,50,28
2020,2,7,6,55,28
2020,2,7,7,0,28
2020,2,7,7,5,28
2020,2,7,7,10,28
2020,2,7,7,15,28
2020,2,7,7,20,28
2020,2,7,7,25,28
2020,2,7,7,30,28
2020,2,7,7,35,28
2020,2,7,7,40,28
2020,2,7,7,45,18
2020,2,7,7,50,18
2020,2,7,7,55,18
2020,2,7,8,0,18
2020,2,7,8,5,18
2020,2,7,8,10,18
2020,2,7,8,15,18
2020,2,7,8,20,18
2020,2,7,8,25,18
2020,2,7,8,30,18
2020,2,7,8,35,18
2020,2,7,8,40,18
2020,2,7,8,45,23
2020,2,7,8,50,23
2020,2,7,8,55,23
2020,2,7,9,0,23
2020,2,7,9,5,23
2020,2,7,9,10,23
2020,2,7,9,15,23
2020,2,7,9,20,23
2020,2,7,9,25,23
2020,2,7,9,30,23
2020,2,7,9,35,23
2020,2,7,9,40,23
2020,2,7,9,45,5
2020,2,7,9,50,5
2020,2,7,9,55,5
2020,2,7,10,0,5
2020,2,7,10,5,5
2020,2,7,10,10,5
2020,2,7,10,15,5
2020,2,7,10,20,5
2020,2,7,10,25,5
2020,2,7,10,30,5
2020,2,7,10,35,5
2020,2,7,10,40,5
2020,2,7,10,45,7
2020,2,7,10,50,7
2020,2,7,10,55,7
2020,2,7,11,0,7
2020,2,7,11,5,7
2020,2,7,11,10,7
2020,2,7,11,15,7
2020,2,7,11,20,7
2020,2,7,11,25,7
2020,2,7,11,30,7
2020,2,7,11,35,7
2020,2,7,11,40,7
2020,2,7,11,45,7
2020,2,7,11,50,7
2020,2,7,11,55,7
2020,2,7,12,0,7
2020,2,7,12,5,7
2020,2,7,12,10,7
2020,2,7,12,15,7
2020,2,7,12,20,7
2020,2,7,12,25,7
2020,2,7,12,30,7
2020,2,7,12,35,7
2020,2,7,12,40,7
2020,2,7,12,45,32
2020,2,7,12,50,32
2020,2,7,12,55,32
2020,2,7,13,0,32
2020,2,7,13,5,32
2020,2,7,13,10,32
2020,2,7,13,15,32
2020,2,7,13,20,32
2020,2,7,13,25,32
2020,2,7,13,30,32
2020,2,7,13,35,32
2020,2,7,13,40,32
2020,2,7,13,45,33
2020,2,7,13,50,33
2020,2,7,13,55,33
2020,2,7,14,0,33
2020,2,7,14,5,33
2020,2,7,14,10,33
2020,2,7,14,15,33
2020,2,7,14,20,33
2020,2,7,14,25,33
2020,2,7,14,30,33
2020,2,7,14,35,33
2020,2,7,14,40,33
2020,2,7,14,45,29
2020,2,7,14,50,29
2020,2,7,14,55,29
2020,2,7,15,0,29
2020,2,7,15,5,29
2020,2,7,15,10,29
2020,2,7,15,15,29
2020,2,7,15,20,29
2020,2,7,15,25,29
2020,2,7,15,30,29
2020,2,7,15,35,29
2020,2,7,15,40,29
2020,2,7,15,45,37
2020,2,7,15,50,37
2020,2,7,15,55,37
2020,2,7,16,0,37
2020,2,7,16,5,37
2020,2,7,16,10,37
2020,2,7,16,15,37
2020,2,7,16,20,37
2020,2,7,16,25,37
2020,2,7,16,30,37
2020,2,7,16,35,37
2020,2,7,16,40,37
2020,2,7,16,45,48
2020,2,7,16,50,48
2020,2,7,16,55,48
2020,2,7,17,0,48
2020,2,7,17,5,48
2020,2,7,17,10,48
2020,2,7,17,15,48
2020,2,7,17,20,48
2020,2,7,17,25,48
2020,2,7,17,30,48
2020,2,7,17,35,48
2020,2,7,17,40,48
2020,2,7,17,45,25
2020,2,7,17,50,25
2020,2,7,17,55,25
2020,2,7,18,0,25
2020,2,7,18,5,25
2020,2,7,18,10,25
2020,2,7,18,15,25
2020,2,7,18,20,25
2020,2,7,18,25,25
2020,2,7,18,30,25
2020,2,7,18,35,25
2020,2,7,18,40,25
2020,2,7,18,45,24
2020,2,7,18,50,24
2020,2,7,18,55,24
2020,2,7,19,0,24
2020,2,7,19,5,24
2020,2,7,19,10,24
2020,2,7,19,15,24
2020,2,7,19,20,24
2020,2,7,19,25,24
2020,2,7,19,30,24
2020,2,7,19,35,24
2020,2,7,19,40,24
2020,2,7,19,45,20
2020,2,7,19,50,20
2020,2,7,19,55,20
2020,2,7,20,0,20
2020,2,7,20,5,20
2020,2,7,20,10,20
2020,2,7,20,15,20
2020,2,7,20,20,20
2020,2,7,20,25,20
2020,2,7,20,30,20
2020,2,7,20,35,20
2020,2,7,20,40,20
2020,2,7,20,45,-3
2020,2,7,20,50,-3
2020,2,7,20,55,-3
2020,2,7,21,0,-3
2020,2,7,21,5,-3
2020,2,7,21,10,-3
2020,2,7,21,15,-3
2020,2,7,21,20,-3
2020,2,7,21,25,-3
2020,2,7,21,30,-3
2020,2,7,21,35,-3
2020,2,7,21,40,-3
2020,2,7,21,45,32
2020,2,7,21,50,32
2020,2,7,21,55,32
2020,2,7,22,0,32
2020,2,7,22,5,32
2020,2,7,22,10,32
2020,2,7,22,15,32
2020,2,7,22,20,32
2020,2,7,22,25,32
2020,2,7,22,30,32
2020,2,7,22,35,32
2020,2,7,22,40,32
2020,2,7,22,45,11
2020,2,7,22,50,11
2020,2,7,22,55,11
2020,2,7,23,0,11
2020,2,7,23,5,11
2020,2,7,23,10,11
2020,2,7,23,15,11
2020,2,7,23,20,11
2020,2,7,23,25,11
2020,2,7,23,30,11
2020,2,7,23,35,11
2020,2,7,23,40,11
2020,2,7,23,45,21
2020,2,7,23,50,21
2020,2,7,23,55,21
,,43869,,,21
2020,2,8,0,5,21
2020,2,8,0,10,21
2020,2,8,0,15,21
2020,2,8,0,20,21
2020,2,8,0,25,21
2020,2,8,0,30,21
2020,2,8,0,35,21
2020,2,8,0,40,21
2020,2,8,0,45,8
2020,2,8,0,50,8
2020,2,8,0,55,8
2020,2,8,1,0,8
2020,2,8,1,5,8
2020,2,8,1,10,8
2020,2,8,1,15,8
2020,2,8,1,20,8
2020,2,8,1,25,8
2020,2,8,1,30,8
2020,2,8,1,35,8
2020,2,8,1,40,8
2020,2,8,1,45,21
2020,2,8,1,50,21
2020,2,8,1,55,21
2020,2,8,2,0,21
2020,2,8,2,5,21
2020,2,8,2,10,21
2020,2,8,2,15,21
2020,2,8,2,20,21
2020,2,8,2,25,21
2020,2,8,2,30,21
2020,2,8,2,35,21
2020,2,8,2,40,21
2020,2,8,2,45,1
2020,2,8,2,50,1
2020,2,8,2,55,1
2020,2,8,3,0,1
2020,2,8,3,5,1
2020,2,8,3,10,1
2020,2,8,3,15,1
2020,2,8,3,20,1
2020,2,8,3,25,1
2020,2,8,3,30,1
2020,2,8,3,35,1
2020,2,8,3,40,1
2020,2,8,3,45,19
2020,2,8,3,50,19
2020,2,8,3,55,19
2020,2,8,4,0,19
2020,2,8,4,5,19
2020,2,8,4,10,19
2020,2,8,4,15,19
2020,2,8,4,20,19
2020,2,8,4,25,19
2020,2,8,4,30,19
2020,2,8,4,35,19
2020,2,8,4,40,19
2020,2,8,4,45,17
2020,2,8,4,50,17
2020,2,8,4,55,17
2020,2,8,5,0,17
2020,2,8,5,5,17
2020,2,8,5,10,17
2020,2,8,5,15,17
2020,2,8,5,20,17
2020,2,8,5,25,17
2020,2,8,5,30,17
2020,2,8,5,35,17
2020,2,8,5,40,17
2020,2,8,5,45,12
2020,2,8,5,50,12
2020,2,8,5,55,12
2020,2,8,6,0,12
2020,2,8,6,5,12
2020,2,8,6,10,12
2020,2,8,6,15,12
2020,2,8,6,20,12
2020,2,8,6,25,12
2020,2,8,6,30,12
2020,2,8,6,35,12
2020,2,8,6,40,12
2020,2,8,6,45,24
2020,2,8,6,50,24
2020,2,8,6,55,24
2020,2,8,7,0,24
2020,2,8,7,5,24
2020,2,8,7,10,24
2020,2,8,7,15,24
2020,2,8,7,20,24
2020,2,8,7,25,24
2020,2,8,7,30,24
2020,2,8,7,35,24
2020,2,8,7,40,24
2020,2,8,7,45,11
2020,2,8,7,50,11
2020,2,8,7,55,11
2020,2,8,8,0,11
2020,2,8,8,5,11
2020,2,8,8,10,11
2020,2,8,8,15,11
2020,2,8,8,20,11
2020,2,8,8,25,11
2020,2,8,8,30,11
2020,2,8,8,35,11
2020,2,8,8,40,11
2020,2,8,8,45,28
2020,2,8,8,50,28
2020,2,8,8,55,28
2020,2,8,9,0,28
2020,2,8,9,5,28
2020,2,8,9,10,28
2020,2,8,9,15,28
2020,2,8,9,20,28
2020,2,8,9,25,28
2020,2,8,9,30,28
2020,2,8,9,35,28
2020,2,8,9,40,28
2020,2,8,9,45,24
2020,2,8,9,50,24
2020,2,8,9,55,24
2020,2,8,10,0,24
2020,2,8,10,5,24
2020,2,8,10,10,24
2020,2,8,10,15,24
2020,2,8,10,20,24
2020,2,8,10,25,24
2020,2,8,10,30,24
2020,2,8,10,35,24
2020,2,8,10,40,24
2020,2,8,10,45,14
2020,2,8,10,50,14
2020,2,8,10,55,14
2020,2,8,11,0,14
2020,2,8,11,5,14
2020,2,8,11,10,14
2020,2,8,11,15,14
2020,2,8,11,20,14
2020,2,8,11,25,14
2020,2,8,11,30,14
2020,2,8,11,35,14
2020,2,8,11,40,14
2020,2,8,11,45,23
2020,2,8,11,50,23
2020,2,8,11,55,23
2020,2,8,12,0,23
2020,2,8,12,5,23
2020,2,8,12,10,23
2020,2,8,12,15,23
2020,2,8,12,20,23
2020,2,8,12,25,23
2020,2,8,12,30,23
2020,2,8,12,35,23
2020,2,8,12,40,23
2020,2,8,12,45,37
2020,2,8,12,50,37
2020,2,8,12,55,37
2020,2,8,13,0,37
2020,2,8,13,5,37
2020,2,8,13,10,37
2020,2,8,13,15,37
2020,2,8,13,20,37
2020,2,8,13,25,37
2020,2,8,13,30,37
2020,2,8,13,35,37
2020,2,8,13,40,37
2020,2,8,13,45,23
2020,2,8,13,50,23
2020,2,8,13,55,23
2020,2,8,14,0,23
2020,2,8,14,5,23
2020,2,8,14,10,23
2020,2,8,14,15,23
2020,2,8,14,20,23
2020,2,8,14,25,23
2020,2,8,14,30,23
2020,2,8,14,35,23
2020,2,8,14,40,23
2020,2,8,14,45,24
2020,2,8,14,50,24
2020,2,8,14,55,24
2020,2,8,15,0,24
2020,2,8,15,5,24
2020,2,8,15,10,24
2020,2,8,15,15,24
2020,2,8,15,20,24
2020,2,8,15,25,24
2020,2,8,15,30,24
2020,2,8,15,35,24
2020,2,8,15,40,24
2020,2,8,15,45,43
2020,2,8,15,50,43
2020,2,8,15,55,43
2020,2,8,16,0,43
2020,2,8,16,5,43
2020,2,8,16,10,43
2020,2,8,16,15,43
2020,2,8,16,20,43
2020,2,8,16,25,43
2020,2,8,16,30,43
2020,2,8,16,35,43
2020,2,8,16,40,43
2020,2,8,16,45,3
2020,2,8,16,50,3
2020,2,8,16,55,3
2020,2,8,17,0,3
2020,2,8,17,5,3
2020,2,8,17,10,3
2020,2,8,17,15,3
2020,2,8,17,20,3
2020,2,8,17,25,3
2020,2,8,17,30,3
2020,2,8,17,35,3
2020,2,8,17,40,3
2020,2,8,17,45,4
2020,2,8,17,50,4
2020,2,8,17,55,4
2020,2,8,18,0,4
2020,2,8,18,5,4
2020,2,8,18,10,4
2020,2,8,18,15,4
2020,2,8,18,20,4
2020,2,8,18,25,4
2020,2,8,18,30,4
2020,2,8,18,35,4
2020,2,8,18,40,4
2020,2,8,18,45,29
2020,2,8,18,50,29
2020,2,8,18,55,29
2020,2,8,19,0,29
2020,2,8,19,5,29
2020,2,8,19,10,29
2020,2,8,19,15,29
2020,2,8,19,20,29
2020,2,8,19,25,29
2020,2,8,19,30,29
2020,2,8,19,35,29
2020,2,8,19,40,29
2020,2,8,19,45,36
2020,2,8,19,50,36
2020,2,8,19,55,36
2020,2,8,20,0,36
2020,2,8,20,5,36
2020,2,8,20,10,36
2020,2,8,20,15,36
2020,2,8,20,20,36
2020,2,8,20,25,36
2020,2,8,20,30,36
2020,2,8,20,35,36
2020,2,8,20,40,36
2020,2,8,20,45,30
2020,2,8,20,50,30
2020,2,8,20,55,30
2020,2,8,21,0,30
2020,2,8,21,5,30
2020,2,8,21,10,30
2020,2,8,21,15,30
2020,2,8,21,20,30
2020,2,8,21,25,30
2020,2,8,21,30,30
2020,2,8,21,35,30
2020,2,8,21,40,30
2020,2,8,21,45,16
2020,2,8,21,50,16
2020,2,8,21,55,16
2020,2,8,22,0,16
2020,2,8,22,5,16
2020,2,8,22,10,16
2020,2,8,22,15,16
2020,2,8,22,20,16
2020,2,8,22,25,16
2020,2,8,22,30,16
2020,2,8,22,35,16
2020,2,8,22,40,16
2020,2,8,22,45,10
2020,2,8,22,50,10
2020,2,8,22,55,10
2020,2,8,23,0,10
2020,2,8,23,5,10
2020,2,8,23,10,10
2020,2,8,23,15,10
2020,2,8,23,20,10
2020,2,8,23,25,10
2020,2,8,23,30,10
2020,2,8,23,35,10
2020,2,8,23,40,10
2020,2,8,23,45,17
2020,2,8,23,50,17
2020,2,8,23,55,17
,,43870,,,17
2020,2,9,0,5,17
2020,2,9,0,10,17
2020,2,9,0,15,17
2020,2,9,0,20,17
2020,2,9,0,25,17
2020,2,9,0,30,17
2020,2,9,0,35,17
2020,2,9,0,40,17
